Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
8-5-410,00000575__,17.96,39.519336,-74.494625,1,120,Atlantic,Port Republic City,357,186,171,01/01/2015,Classification 48hrs,North/South
6-4-464,00000571__,0.96,39.96304015,-74.12828802,15,1507,Ocean,Toms River Twp,"19,809","10,210","9,599",01/01/2015,Volume 48hrs,North/South
8-5-516,05000621__,0.45,38.955388,-74.896135,5,505,Cape May,Lower Twp,"5,192","2,970","2,222",01/01/2015,Classification 48hrs,North/South
090204,02000039__,1.09,40.85780939,-74.01793702,2,250,Bergen,Ridgefield Park Village,"6,788","3,492","3,296",01/01/2015,Volume 48hrs,North/South
8-5-511,05000654__,0.24,39.02060236,-74.92999969,5,505,Cape May,Lower Twp,"6,109","2,963","3,146",01/01/2015,Classification 48hrs,East/West
00049C,00000049__,42.6,39.363863,-74.931475,6,609,Cumberland,Maurice River Twp,"7,731","3,633","4,098",01/01/2015,Weigh in Motion,East/West
1-7-052,00000057__,10.57,40.75771003,-74.9829258,21,2121,Warren,Washington Boro,"15,281","7,387","7,894",01/01/2015,Volume 48hrs,East/West
6-4-611,13000048__,1.06,40.1014,-74.066142,13,1308,Monmouth,Brielle Boro,"7,307","3,440","3,867",01/01/2015,Classification 48hrs,North/South
8-7-248,05081280__,1.01,39.267099,-74.589134,5,508,Cape May,Ocean City,"1,525",761,764,01/01/2015,Classification 48hrs,North/South
121365,13000046__,2.43,40.2938722,-74.2436,13,1328,Monmouth,Marlboro Twp,"3,383","2,134","1,835",01/01/2015,Volume 48hrs,East/West
8-6-164,06101005__,0.09,39.3968495,-75.0437257,6,610,Cumberland,Millville City,"4,628","2,107","2,521",01/01/2015,Classification 48hrs,East/West
2-8-808,00000502__,6.57,41.00269802,-74.19572003,2,220,Bergen,Franklin Lakes Boro,"8,956","4,183","4,773",01/01/2015,Volume 48hrs,North/South
00031C,00000031__,40.8,40.73051,-74.97398,21,2122,Warren,Washington Twp,"18,972","9,435","9,537",01/01/2015,Weigh in Motion,North/South
1-4-312,00000284__,6.66,41.28957713,-74.55298415,19,1924,Sussex,Wantage Twp,"1,628",815,813,01/01/2015,Classification 48hrs,North/South
1-7-678,00000519__,28.5,40.68338638,-75.14636671,21,2107,Warren,Greenwich Twp,"9,982","4,484","5,498",01/01/2015,Volume 48hrs,North/South
1116102,16000693__,6.59,41.08531619,-74.38568739,16,1615,Passaic,West Milford Twp,"9,014","4,659","4,355",01/01/2015,Volume 48hrs,North/South
1-7-016,21191211__,0.45,40.68765719,-75.19756304,21,2119,Warren,Phillipsburg Town,"8,229","3,533","4,696",01/01/2015,Volume 48hrs,East/West
091917,00000519__,81.34,41.2427261,-74.67291453,19,1924,Sussex,Wantage Twp,944,463,481,01/01/2015,Volume 48hrs,North/South
8-8-039,00000047__,40.4,39.39831,-75.037014,6,610,Cumberland,Millville City,"13,832","7,592","6,240",01/01/2015,Classification 48hrs,North/South
090223,00000505__,15,40.94534701,-73.97632402,2,208,Bergen,Cresskill Boro,"14,138","6,956","7,182",01/01/2015,Classification 48hrs,North/South
1-8-679,21151085__,2.68,40.69540736,-75.15026725,21,2115,Warren,Lopatcong Twp,"5,812","2,616","3,196",01/01/2015,Volume 48hrs,North/South
1-4-206,00000022__,2.35,40.69684672,-75.16229418,21,2115,Warren,Lopatcong Twp,"28,041","13,301","14,740",01/01/2015,Volume 48hrs,East/West
1-7-716,21000602__,0.44,40.9871668,-74.95966565,21,2104,Warren,Blairstown Twp,"1,198",582,616,01/01/2015,Classification 48hrs,North/South
6-5-022,00000070__,53.5,40.0563306,-74.1552056,15,1506,Ocean,Brick Twp,"39,703","20,657","19,046",01/01/2015,Volume 48hrs,East/West
0161s4,21191127__,0.4,40.69820351,-75.17844426,21,2119,Warren,Phillipsburg Town,"1,677",874,803,01/01/2015,Volume 48hrs,East/West
092107,00000057__,7.08,40.73694135,-75.04326824,21,2105,Warren,Franklin Twp,"11,373","5,762","5,611",01/01/2015,Classification 48hrs,East/West
8-8-031,06000646__,3.71,39.35471861,-74.950366,6,609,Cumberland,Maurice River Twp,890,427,463,01/01/2015,Classification 48hrs,North/South
1202110,02000126__,1.01,40.94407003,-74.00417702,2,210,Bergen,Dumont Boro,"8,308","4,114","4,194",01/01/2015,Volume 48hrs,East/West
5-4-420,00000528__,8.35,40.07968503,-74.59148167,3,326,Burlington,North Hanover Twp,"2,904","1,454","1,450",01/01/2015,Classification 48hrs,East/West
110910,09061699__,0.51,40.72287991,-74.06577354,9,906,Hudson,Jersey City,"6,004","3,323","2,681",01/01/2015,Volume 48hrs,North/South
s15710,04151849__,0.1,39.78725955,-75.05480264,4,415,Camden,Gloucester Twp,"6,128","3,111","3,017",01/01/2015,Volume 48hrs,East/West
111906,19000607__,0.98,40.94149004,-74.70477987,19,1904,Sussex,Byram Twp,,,,01/01/2015,Classification 48hrs,North/South
0152s4,12041707__,0.26,40.4159694,-74.4204056,12,1204,Middlesex,East Brunswick Twp,"2,906","1,526","1,380",01/01/2015,Volume 48hrs,East/West
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"5,202","2,650","2,552",01/01/2015,major,North/South
0173s4,05081123__,0.3,39.27895349,-74.57345571,5,508,Cape May,Ocean City,"1,857","1,206",651,01/01/2015,Volume 48hrs,North/South
00031B,00000031__,13,40.389107,-74.830106,10,1008,Hunterdon,East Amwell Twp,"14,140","7,330","6,810",01/01/2015,Weigh in Motion,North/South
s15707,04000673__,0.31,39.78361752,-75.04913184,4,415,Camden,Gloucester Twp,"7,780","3,165","4,615",01/01/2015,Volume 48hrs,North/South
7-9-410,04000687__,4.78,39.8022361,-75.00660901,4,428,Camden,Pine Hill Boro,"7,721","3,838","3,883",01/01/2015,Classification 48hrs,North/South
0172s4,12000601__,0.16,40.5813472,-74.4565861,12,1217,Middlesex,Piscataway Twp,"5,001","2,576","2,425",01/01/2015,Volume 48hrs,North/South
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"5,032","2,597","2,435",01/01/2015,major,North/South
1-8-668,19121261__,1.59,40.93253544,-74.66310028,19,1912,Sussex,Hopatcong Boro,"3,097","1,619","1,478",01/01/2015,Volume 48hrs,North/South
2-9-573,16000621__,1.53,40.87720804,-74.18441992,16,1602,Passaic,Clifton City,"8,362","3,554","4,808",01/01/2015,Volume 48hrs,North/South
1-8-006,21191190__,2,40.69983432,-75.17853833,21,2119,Warren,Phillipsburg Town,"7,035","3,227","3,808",01/01/2015,Volume 48hrs,North/South
00030G,00000030__,45.5,39.487859,-74.588967,1,111,Atlantic,Galloway Twp,"17,542","8,743","8,799",01/01/2015,Weigh in Motion,East/West
001145,00000010__,13.9,40.82615,-74.423258,14,1412,Morris,Hanover Twp,0,"13,546",0,01/01/2015,Continous Volume,East
8-1-002,00000040__,58.8,39.39361,-74.5389,1,108,Atlantic,Egg Harbor Twp,"24,326","11,570","12,756",01/01/2015,Continous Volume,East/West
7-4-677,04271549__,0.68,39.981678,-75.034322,4,427,Camden,Pennsauken Twp,"3,198","1,631","1,567",01/01/2015,Volume 48hrs,East/West
6-5-501,15000632__,1.54,40.091508,-74.112018,15,1506,Ocean,Brick Twp,"12,548","6,124","6,424",01/01/2015,Volume 48hrs,East/West
8-8-053,00000049__,34.52,39.40031453,-75.07147688,6,610,Cumberland,Millville City,"10,094","4,751","5,343",01/01/2015,Classification 48hrs,East/West
00003R,00000003__,6,40.814021,-74.108484,2,256,Bergen,Rutherford Boro,"136,464","67,750","68,714",01/01/2015,Weigh in Motion,East/West
0171s4,21000629__,5.93,40.8330883,-74.85879825,21,2116,Warren,Mansfield Twp,"4,231","2,156","2,075",01/01/2015,Volume 48hrs,North/South
6-6-019,00000070__,42.61,40.005343,-74.340531,15,1518,Ocean,Manchester Twp,"21,656","10,717","10,939",01/01/2015,Classification 48hrs,East/West
8-8-619,06101036__,0.1,39.34326496,-75.03133354,6,610,Cumberland,Millville City,152,77,75,01/01/2015,Classification 48hrs,East/West
6-6-010,00000009__,100.12,40.0671306,-74.21845,15,1514,Ocean,Lakewood Twp,"22,430","11,059","11,371",01/01/2015,Volume 48hrs,North/South
1-8-658,14271239__,0.48,40.87005932,-74.70525428,14,1427,Morris,Mount Olive Twp,467,155,312,01/01/2015,Volume 48hrs,North/South
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,167","2,240","1,927",01/01/2015,major,North/South
8-8-750,05071044__,0.52,38.99905681,-74.80414345,5,507,Cape May,North Wildwood City,"1,132",558,574,01/01/2015,Classification 48hrs,East/West
003119,00000001__,55.73,40.75331,-74.05709,9,906,Hudson,Jersey City,"34,373","14,199","20,174",01/01/2015,Continous Volume,North/South
100903,00000280__,16.92,40.75382123,-74.12526645,9,907,Hudson,Kearny Town,"56,267","29,129","27,138",01/01/2015,Volume 48hrs,East/West
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,664","2,405","2,259",01/01/2015,major,North/South
2-4-225,00000046__,71.69,40.84344879,-74.00308791,2,245,Bergen,Palisades Park Boro,"51,328","26,361","24,967",01/01/2015,Volume 48hrs,East/West
6-9-089,00000033B_,3.55,40.2501028,-74.2728694,13,1315,Monmouth,Freehold Boro,"13,739","6,869","6,870",01/01/2015,Classification 48hrs,East/West
2-4-621,02441058__,0.06,40.96696797,-74.0360568,2,244,Bergen,Oradell Boro,215,85,130,01/01/2015,Volume 48hrs,East/West
15ms6a,05000619__,16.39,39.21357443,-74.65015251,5,511,Cape May,Upper Twp,772,343,429,01/01/2015,major,North/South
9-1-002,10000611__,0.49,40.4976111,-74.8615,10,1021,Hunterdon,Raritan Twp,"6,002","2,681","3,321",01/01/2015,Classification 48hrs,North/South
121903,19000629__,2.57,41.17284478,-74.70222302,19,1905,Sussex,Frankford Twp,680,346,334,01/01/2015,Volume 48hrs,North/South
9-1-001,00000518__,0.44,40.3651333,-74.9339528,10,1017,Hunterdon,Lambertville City,"4,335","2,177","2,158",01/01/2015,Classification 48hrs,East/West
7-0-283,04000715__,0.89,39.777853,-74.885137,4,435,Camden,Waterford Twp,"1,262",592,670,01/01/2015,Volume 48hrs,North/South
0121s4,19000628__,0.07,41.19892633,-74.63093286,19,1924,Sussex,Wantage Twp,"2,780","1,422","1,358",01/01/2015,Volume 48hrs,East/West
6-9-467,00000195__,21.96,40.15562904,-74.32875205,15,1511,Ocean,Jackson Twp,"47,579","23,699","23,880",01/01/2015,Volume 48hrs,East/West
5-4-436,00000571__,30.83,40.2380111,-74.4812944,13,1332,Monmouth,Millstone Twp,"3,408","1,769","1,639",01/01/2015,Volume 48hrs,North/South
7-0-433,04361180__,0.86,39.73668113,-74.88628235,4,410,Camden,Chesilhurst Boro,337,158,179,01/01/2015,Volume 48hrs,East/West
1-8-707,21000613__,0.07,40.87611002,-74.90417334,21,2112,Warren,Independence Twp,940,440,500,01/01/2015,Classification 48hrs,North/South
8-4-404,00000559__,26.67,39.59790005,-74.79323806,1,113,Atlantic,Hammonton Town,"1,059",543,516,01/01/2015,Classification 48hrs,North/South
1-8-701,21000625__,5.52,40.82972198,-74.95104466,21,2116,Warren,Mansfield Twp,500,256,244,01/01/2015,Classification 48hrs,North/South
121916,00000521__,15.56,41.07183558,-74.84632419,19,1920,Sussex,Stillwater Twp,733,367,366,01/01/2015,Volume 48hrs,North/South
2-4-324,00000020__,0.07,40.89304048,-74.13131217,16,1608,Passaic,Paterson City,"74,998","40,431","34,567",01/01/2015,Volume 48hrs,North/South
00003C,00000003__,4.1,40.829241,-74.137738,16,1602,Passaic,Clifton City,"134,143","69,241","64,902",01/01/2015,Weigh in Motion,East/West
00287C,00000287__,5.5,40.557924,-74.429259,12,1222,Middlesex,South Plainfield Boro,"112,414","55,565","56,849",01/01/2015,Weigh in Motion,North/South
7-0-402,04091987__,0.13,39.92178713,-75.01571304,4,409,Camden,Cherry Hill Twp,"1,499",849,650,01/01/2015,Volume 48hrs,East/West
002120,00000017__,7.4,40.85269,-74.073,2,225,Bergen,Hasbrouck Heights Boro,"90,344","44,264","46,080",01/01/2015,Continous Volume,North/South
122188,00000519__,25.39,40.64930177,-75.14790306,21,2120,Warren,Pohatcong Twp,"6,342","3,223","3,119",01/01/2015,Classification 48hrs,North/South
1-8-722,21201012__,0.25,40.67236015,-75.15917108,21,2120,Warren,Pohatcong Twp,31,16,15,01/01/2015,Volume 48hrs,North/South
4-4-338,00000028__,4.88,40.5706194,-74.5882861,18,1806,Somerset,Bridgewater Twp,"13,873","6,119","7,754",01/01/2015,Volume 48hrs,East/West
1-8-718,21151087__,0.14,40.69978901,-75.17044813,21,2115,Warren,Lopatcong Twp,"3,698","1,374","2,324",01/01/2015,Volume 48hrs,East/West
3-3-022,00000508__,13.79,40.7493,-74.137321,9,907,Hudson,Kearny Town,"10,767","5,071","5,696",01/01/2015,major,East/West
1-8-735,21021001__,0.64,40.66494659,-75.14176772,21,2102,Warren,Alpha Boro,609,381,228,01/01/2015,Volume 48hrs,North/South
3-3-024,20000624__,0.78,40.6765971,-74.19514719,20,2004,Union,Elizabeth City,"17,733","8,894","8,839",01/01/2015,major,East/West
2-4-403,16000689__,0.68,40.96698496,-74.25735213,16,1614,Passaic,Wayne Twp,"18,522","9,519","9,003",01/01/2015,Volume 48hrs,North/South
8-4-532,05000621__,6.08,38.99173139,-74.81406683,5,514,Cape May,Wildwood City,"9,255","4,302","4,953",01/01/2015,Volume 48hrs,North/South
1-8-729,21151052__,0.16,40.70899819,-75.15689401,21,2115,Warren,Lopatcong Twp,75,47,28,01/01/2015,Volume 48hrs,North/South
8-4-446,00000550__,8.01,39.24707734,-74.83740781,5,504,Cape May,Dennis Twp,"2,806","1,437","1,369",01/01/2015,Volume 48hrs,East/West
110507,05000617__,0.1,39.296103,-74.780454,5,511,Cape May,Upper Twp,"2,468","1,263","1,205",01/01/2015,Classification 48hrs,North/South
7-0-459,17071004__,0.48,39.72490993,-75.4670836,17,1708,Salem,Pennsville Twp,483,274,209,01/01/2015,Volume 48hrs,North/South
1-8-767,19000614__,0.19,41.04168262,-74.81072791,19,1907,Sussex,Fredon Twp,"2,068","1,007","1,061",01/01/2015,Volume 48hrs,East/West
8-4-607,01111342__,0.91,39.45269459,-74.50997537,1,111,Atlantic,Galloway Twp,"1,074",571,503,01/01/2015,Volume 48hrs,East/West
1-8-803,19211016__,0.21,41.20807119,-74.603202,19,1921,Sussex,Sussex Boro,104,49,55,01/01/2015,Volume 48hrs,North/South
8-4-617,01081001__,3.28,39.39037015,-74.6042691,1,108,Atlantic,Egg Harbor Twp,"4,444","2,131","2,313",01/01/2015,Volume 48hrs,North/South
5-4-511,03000616__,18.36,39.97495105,-74.68174504,3,328,Burlington,Pemberton Boro,"12,291","5,809","6,482",01/01/2015,Volume 48hrs,East/West
s15706,04151851__,0.13,39.78854349,-75.04750435,4,415,Camden,Gloucester Twp,"6,983","4,062","2,921",01/01/2015,Volume 48hrs,East/West
7-4-630,03000656__,1.91,40.09940805,-74.83055601,3,306,Burlington,Burlington Twp,"4,092","2,104","1,988",01/01/2015,Volume 48hrs,North/South
3-3-022,00000508__,13.79,40.7493,-74.137321,9,907,Hudson,Kearny Town,"10,633","5,200","5,433",01/01/2015,major,East/West
2-0-229,00000502__,12.23,41.00208702,-74.10662101,2,228,Bergen,Ho Ho Kus Boro,"10,420","5,371","5,049",01/01/2015,Classification 48hrs,East/West
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,524","2,307","2,217",01/01/2015,major,North/South
2-4-406,00000511__,19.64,41.01147263,-74.31961525,16,1601,Passaic,Bloomingdale Boro,"7,890","3,639","4,251",01/01/2015,Volume 48hrs,North/South
8-5-030,00000050__,1.57,39.23001504,-74.70658716,5,511,Cape May,Upper Twp,"5,984","2,830","3,154",01/01/2015,Volume 48hrs,North/South
15c050,12000604__B100740,0.11,40.56248151,-74.26247005,12,1225,Middlesex,Woodbridge Twp,,"1,285",,01/01/2015,ramp,East
8-4-647,05051417__,0.12,39.01277875,-74.94922856,5,505,Cape May,Lower Twp,"1,491",798,693,01/01/2015,Volume 48hrs,East/West
110539,00000047__,15.02,39.152477,-74.844826,5,506,Cape May,Middle Twp,"8,055","3,979","4,076",01/01/2015,Classification 48hrs,North/South
121999,19000650__,12.85,41.22328757,-74.62182201,19,1924,Sussex,Wantage Twp,"3,098","1,532","1,566",01/01/2015,Classification 48hrs,East/West
5-4-606,11021398__,1.43,40.2913278,-74.7555333,11,1107,Mercer,Lawrence Twp,"5,778","2,942","2,836",01/01/2015,Volume 48hrs,North/South
121604,16131413__,4.35,41.08543526,-74.34885037,16,1615,Passaic,West Milford Twp,"1,666",851,815,01/01/2015,Volume 48hrs,East/West
00206S,00000206__,126.2,41.25837,-74.80096,19,1917,Sussex,Sandyston Twp,"8,287","4,173","4,114",01/01/2015,Weigh in Motion,North/South
13ms9a,01000666__,7.87,39.41846772,-74.84198017,1,123,Atlantic,Weymouth Twp,"1,416",698,718,01/01/2015,major,North/South
5-4-633,11081029__,0.32,40.3276611,-74.7946667,11,1108,Mercer,Pennington Boro,"6,390","2,653","3,737",01/01/2015,Volume 48hrs,East/West
13msaa,01191208__,2.08,39.41178423,-74.54028448,1,108,Atlantic,Egg Harbor Twp,"3,163","1,588","1,575",01/01/2015,major,North/South
3h5h704,20000630__,0.5,40.717195,-74.2828,20,2019,Union,Union Twp,"26,525","13,746","12,779",01/01/2015,Volume 48hrs,North/South
121608,16000704__,2.21,41.16091285,-74.32523707,16,1615,Passaic,West Milford Twp,987,477,510,01/01/2015,Volume 48hrs,North/South
2-0-518,16111184__,0.26,41.10080842,-74.25364802,16,1611,Passaic,Ringwood Boro,"1,667",477,"1,190",01/01/2015,Volume 48hrs,North/South
13msaa,01191208__,2.08,39.41178423,-74.54028448,1,108,Atlantic,Egg Harbor Twp,"3,345","1,627","1,718",01/01/2015,major,North/South
000023,00000023__,23.8,41.057941,-74.471295,16,1615,Passaic,West Milford Twp,"24,922","12,503","12,419",01/01/2015,Weigh in Motion,East/West
001121,00000287__,31.85,40.75439,-74.52623,14,1413,Morris,Harding Twp,0,0,"48,126",01/01/2015,Continous Volume,South
000208,00000208__,8.5,41.011995,-74.203246,2,220,Bergen,Franklin Lakes Boro,"54,832","29,483","25,349",01/01/2015,Weigh in Motion,North/South
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,957","2,570","2,387",01/01/2015,major,North/South
0080DX,00000080__,66.4,40.867375,-74.045478,2,259,Bergen,South Hackensack Twp,"46,559","15,113","31,446",01/01/2015,Weigh in Motion,East/West
8-5-065,00000054__,9.88,39.62684606,-74.81395304,1,113,Atlantic,Hammonton Town,"13,963","7,011","6,952",01/01/2015,Classification 48hrs,North/South
2-5-601,02691069__,0.16,40.8505945,-74.09159657,2,269,Bergen,Wood-Ridge Boro,"1,049",603,446,01/01/2015,Volume 48hrs,North/South
3-3-022,00000508__,13.79,40.7493,-74.137321,9,907,Hudson,Kearny Town,"10,125","4,078","6,047",01/01/2015,major,East/West
00078W,00000078__,42.2,40.660192,-74.435636,18,1821,Somerset,Watchung Boro,"91,231","46,013","45,218",01/01/2015,Weigh in Motion,East/West
8-5-071,00000322__,35.03,39.58818853,-74.84743097,1,110,Atlantic,Folsom Boro,"7,530","3,892","3,638",01/01/2015,Volume 48hrs,East/West
5-5-071,00000078__,8.72,40.66164401,-75.04778907,10,1002,Hunterdon,Bethlehem Twp,"97,657","49,161","48,496",01/01/2015,Volume 48hrs,East/West
3-3-022,00000508__,13.79,40.7493,-74.137321,9,907,Hudson,Kearny Town,"14,606","7,335","7,271",01/01/2015,major,East/West
002131,00000017__,12,40.91579,-74.07262,2,246,Bergen,Paramus Boro,"110,725","58,443","52,282",01/01/2015,Continous Volume,North/South
3-3-024,20000624__,0.78,40.6765971,-74.19514719,20,2004,Union,Elizabeth City,"15,168","8,995","6,173",01/01/2015,major,East/West
7-7-155,00000295__,1.22,39.67757001,-75.48932455,17,1702,Salem,Elmer Boro,"32,724","16,963","15,761",01/01/2015,Classification 48hrs,North/South
121514,15060054__,0.34,40.06193996,-74.0927147,15,1506,Ocean,Brick Twp,"2,587","1,263","1,324",01/01/2015,Volume 48hrs,North/South
6-4-650,13181066__,0.88,40.36833713,-74.18258304,13,1318,Monmouth,Holmdel Twp,"6,283","3,247","3,036",01/01/2015,Volume 48hrs,North/South
1-3-019,00000521__,8.4,40.99759577,-74.92696845,21,2109,Warren,Hardwick Twp,"1,914",970,944,01/01/2015,major,North/South
5-5-616,12000614Z_,0.46,40.3220139,-74.5115333,12,1202,Middlesex,Cranbury Twp,"1,787",710,"1,077",01/01/2015,Volume 48hrs,North/South
00040A,00000040__,3,39.682537,-75.457819,17,1713,Salem,Carneys Point Twp,"12,391","6,219","6,172",01/01/2015,Weigh in Motion,East/West
2-8-901,02581130__,0.19,41.01539902,-74.10105002,2,258,Bergen,Saddle River Boro,"1,824",900,924,01/01/2015,Volume 48hrs,East/West
122123,21000604__,0.14,40.85080116,-74.82303412,21,2108,Warren,Hackettstown Town,"8,314","4,003","4,311",01/01/2015,Volume 48hrs,North/South
2-7-735,02231234__,0.12,40.87727623,-74.04983998,2,223,Bergen,Hackensack City,"2,944","1,226","1,718",01/01/2015,Volume 48hrs,East/West
14ms5a,01111139__,1.99,39.49894432,-74.50167917,1,111,Atlantic,Galloway Twp,"3,346","1,649","1,697",01/01/2015,major,North/South
1-8-787,19000611__,6.46,41.0173462,-74.77061892,19,1902,Sussex,Andover Twp,"2,883","1,458","1,425",01/01/2015,Volume 48hrs,East/West
00038S,00000038__,19.1,39.970792,-74.738378,3,333,Burlington,Southampton Twp,"23,017","11,490","11,527",01/01/2015,Weigh in Motion,East/West
110309,03000607__,1.48,39.90614324,-74.92235385,3,313,Burlington,Evesham Twp,"17,801","8,901","8,900",01/01/2015,Volume 48hrs,North/South
121501,15000620__,2.32,40.01624805,-74.17563009,15,1507,Ocean,Toms River Twp,"14,976","7,866","7,110",01/01/2015,Classification 48hrs,East/West
3-4-341,00000082__,1.97,40.69755566,-74.27475682,20,2019,Union,Union Twp,"22,648","10,257","12,391",01/01/2015,Volume 48hrs,East/West
000168,00000168__,1.3,39.7878,-75.057412,4,415,Camden,Gloucester Twp,"8,974","5,536","3,438",01/01/2015,Weigh in Motion,East/West
